,Country,Sex,Year,Obesity (%),Region,BMI
15956,Niue,Female,2001,44.9 [37.1-52.5],Oceania,44.9
15957,Niue,Both sexes,2002,39.0 [33.5-44.6],Oceania,39.0
15958,Niue,Male,2002,32.5 [24.4-41.1],Oceania,32.5
15959,Niue,Female,2002,45.6 [37.8-53.1],Oceania,45.6
15960,Niue,Both sexes,2003,39.7 [34.2-45.3],Oceania,39.7
15961,Niue,Male,2003,33.3 [25.2-41.8],Oceania,33.3
15962,Niue,Female,2003,46.3 [38.5-53.7],Oceania,46.3
15963,Niue,Both sexes,2004,40.5 [35.0-46.0],Oceania,40.5
15964,Niue,Male,2004,34.2 [26.0-42.5],Oceania,34.2
15965,Niue,Female,2004,47.0 [39.3-54.4],Oceania,47.0
15966,Niue,Both sexes,2005,41.3 [35.7-46.7],Oceania,41.3
15967,Niue,Male,2005,35.0 [26.8-43.4],Oceania,35.0
15968,Niue,Female,2005,47.7 [40.1-55.0],Oceania,47.7
15969,Niue,Both sexes,2006,42.1 [36.5-47.5],Oceania,42.1
15970,Niue,Male,2006,35.8 [27.8-44.2],Oceania,35.8
15971,Niue,Female,2006,48.4 [40.9-55.7],Oceania,48.4
15972,Niue,Both sexes,2007,42.8 [37.2-48.3],Oceania,42.8
15973,Niue,Male,2007,36.7 [28.6-45.1],Oceania,36.7
15974,Niue,Female,2007,49.1 [41.5-56.4],Oceania,49.1
15975,Niue,Both sexes,2008,43.6 [38.1-49.0],Oceania,43.6
15976,Niue,Male,2008,37.6 [29.5-46.0],Oceania,37.6
15977,Niue,Female,2008,49.8 [42.2-57.1],Oceania,49.8
15978,Niue,Both sexes,2009,44.4 [38.8-49.8],Oceania,44.4
15979,Niue,Male,2009,38.5 [30.3-46.9],Oceania,38.5
15980,Niue,Female,2009,50.4 [42.9-57.9],Oceania,50.4
15981,Niue,Both sexes,2010,45.2 [39.6-50.6],Oceania,45.2
15982,Niue,Male,2010,39.4 [31.1-47.8],Oceania,39.4
15983,Niue,Female,2010,51.1 [43.6-58.5],Oceania,51.1
15984,Niue,Both sexes,2011,46.0 [40.4-51.4],Oceania,46.0
15985,Niue,Male,2011,40.3 [31.9-48.8],Oceania,40.3
15986,Niue,Female,2011,51.8 [44.3-59.2],Oceania,51.8
15987,Niue,Both sexes,2012,46.8 [41.0-52.2],Oceania,46.8
15988,Niue,Male,2012,41.2 [32.7-49.6],Oceania,41.2
15989,Niue,Female,2012,52.5 [44.8-59.9],Oceania,52.5
15990,Niue,Both sexes,2013,47.6 [41.7-53.2],Oceania,47.6
15991,Niue,Male,2013,42.1 [33.5-50.7],Oceania,42.1
15992,Niue,Female,2013,53.2 [45.3-60.7],Oceania,53.2
15993,Niue,Both sexes,2014,48.4 [42.4-54.0],Oceania,48.4
15994,Niue,Male,2014,43.0 [34.2-51.8],Oceania,43.0
15995,Niue,Female,2014,53.8 [45.9-61.5],Oceania,53.8
15996,Niue,Both sexes,2015,49.2 [43.1-54.9],Oceania,49.2
15997,Niue,Male,2015,43.9 [34.9-52.9],Oceania,43.9
15998,Niue,Female,2015,54.5 [46.3-62.4],Oceania,54.5
15999,Niue,Both sexes,2016,50.0 [43.7-55.8],Oceania,50.0
16000,Niue,Male,2016,44.8 [35.6-54.0],Oceania,44.8
16001,Niue,Female,2016,55.1 [46.9-63.2],Oceania,55.1
16380,Palau,Both sexes,1975,28.3 [21.3-35.7],Oceania,28.3
16381,Palau,Male,1975,21.7 [12.9-32.5],Oceania,21.7
16382,Palau,Female,1975,35.4 [24.9-46.5],Oceania,35.4
16383,Palau,Both sexes,1976,28.9 [22.1-36.1],Oceania,28.9
16384,Palau,Male,1976,22.3 [13.6-32.7],Oceania,22.3
16385,Palau,Female,1976,36.0 [25.7-46.8],Oceania,36.0
16386,Palau,Both sexes,1977,29.6 [22.8-36.4],Oceania,29.6
16387,Palau,Male,1977,22.9 [14.3-33.1],Oceania,22.9
16388,Palau,Female,1977,36.6 [26.6-47.0],Oceania,36.6
16389,Palau,Both sexes,1978,30.2 [23.6-36.9],Oceania,30.2
16390,Palau,Male,1978,23.5 [15.0-33.4],Oceania,23.5
16391,Palau,Female,1978,37.2 [27.4-47.4],Oceania,37.2
16392,Palau,Both sexes,1979,30.8 [24.3-37.4],Oceania,30.8
16393,Palau,Male,1979,24.1 [15.7-33.8],Oceania,24.1
16394,Palau,Female,1979,37.9 [28.2-47.8],Oceania,37.9
16395,Palau,Both sexes,1980,31.5 [25.1-37.9],Oceania,31.5
16396,Palau,Male,1980,24.7 [16.4-34.3],Oceania,24.7
16397,Palau,Female,1980,38.5 [29.0-48.2],Oceania,38.5
16398,Palau,Both sexes,1981,32.1 [25.9-38.4],Oceania,32.1
16399,Palau,Male,1981,25.3 [17.0-34.7],Oceania,25.3
16400,Palau,Female,1981,39.1 [29.8-48.6],Oceania,39.1
16401,Palau,Both sexes,1982,32.8 [26.6-39.1],Oceania,32.8
16402,Palau,Male,1982,26.1 [17.7-35.2],Oceania,26.1
16403,Palau,Female,1982,39.8 [30.6-49.0],Oceania,39.8
16404,Palau,Both sexes,1983,33.5 [27.4-39.7],Oceania,33.5
16405,Palau,Male,1983,26.8 [18.5-35.8],Oceania,26.8
16406,Palau,Female,1983,40.5 [31.4-49.6],Oceania,40.5
16407,Palau,Both sexes,1984,34.3 [28.2-40.3],Oceania,34.3
16408,Palau,Male,1984,27.6 [19.4-36.5],Oceania,27.6
16409,Palau,Female,1984,41.3 [32.2-50.2],Oceania,41.3
16410,Palau,Both sexes,1985,35.1 [29.0-41.1],Oceania,35.1
16411,Palau,Male,1985,28.4 [20.2-37.4],Oceania,28.4
16412,Palau,Female,1985,42.1 [33.1-50.9],Oceania,42.1
16413,Palau,Both sexes,1986,35.8 [29.8-41.9],Oceania,35.8
16414,Palau,Male,1986,29.3 [21.1-38.1],Oceania,29.3
16415,Palau,Female,1986,42.8 [34.0-51.6],Oceania,42.8
16416,Palau,Both sexes,1987,36.6 [30.5-42.7],Oceania,36.6
16417,Palau,Male,1987,30.1 [21.8-38.9],Oceania,30.1
16418,Palau,Female,1987,43.5 [34.7-52.4],Oceania,43.5
16419,Palau,Both sexes,1988,37.3 [31.2-43.3],Oceania,37.3
16420,Palau,Male,1988,30.9 [22.6-39.7],Oceania,30.9
16421,Palau,Female,1988,44.2 [35.5-53.0],Oceania,44.2
16422,Palau,Both sexes,1989,38.0 [32.0-44.0],Oceania,38.0
16423,Palau,Male,1989,31.7 [23.3-40.5],Oceania,31.7
16424,Palau,Female,1989,44.9 [36.1-53.5],Oceania,44.9
16425,Palau,Both sexes,1990,38.8 [32.8-44.7],Oceania,38.8
16426,Palau,Male,1990,32.5 [24.2-41.2],Oceania,32.5
16427,Palau,Female,1990,45.6 [36.9-54.0],Oceania,45.6
16428,Palau,Both sexes,1991,39.5 [33.5-45.6],Oceania,39.5
16429,Palau,Male,1991,33.3 [24.9-42.0],Oceania,33.3
16430,Palau,Female,1991,46.2 [37.5-54.6],Oceania,46.2
16431,Palau,Both sexes,1992,40.2 [34.2-46.2],Oceania,40.2
16432,Palau,Male,1992,34.0 [25.7-42.8],Oceania,34.0
16433,Palau,Female,1992,46.8 [38.2-55.2],Oceania,46.8
16434,Palau,Both sexes,1993,40.9 [34.9-47.0],Oceania,40.9
16435,Palau,Male,1993,34.8 [26.5-43.5],Oceania,34.8
16436,Palau,Female,1993,47.4 [38.9-55.7],Oceania,47.4
16437,Palau,Both sexes,1994,41.6 [35.6-47.6],Oceania,41.6
16438,Palau,Male,1994,35.5 [27.2-44.2],Oceania,35.5
16439,Palau,Female,1994,47.9 [39.5-56.2],Oceania,47.9
16440,Palau,Both sexes,1995,42.2 [36.3-48.2],Oceania,42.2
16441,Palau,Male,1995,36.2 [27.8-45.0],Oceania,36.2
16442,Palau,Female,1995,48.5 [40.1-56.7],Oceania,48.5
16443,Palau,Both sexes,1996,42.8 [37.0-48.7],Oceania,42.8
16444,Palau,Male,1996,36.9 [28.6-45.5],Oceania,36.9
16445,Palau,Female,1996,49.0 [40.6-57.1],Oceania,49.0
16446,Palau,Both sexes,1997,43.4 [37.6-49.3],Oceania,43.4
16447,Palau,Male,1997,37.5 [29.2-46.1],Oceania,37.5
16448,Palau,Female,1997,49.4 [41.1-57.4],Oceania,49.4
16449,Palau,Both sexes,1998,44.0 [38.2-49.8],Oceania,44.0
16450,Palau,Male,1998,38.1 [29.9-46.6],Oceania,38.1
16451,Palau,Female,1998,49.8 [41.6-57.8],Oceania,49.8
16452,Palau,Both sexes,1999,44.5 [38.7-50.3],Oceania,44.5
16453,Palau,Male,1999,38.7 [30.5-47.1],Oceania,38.7
16454,Palau,Female,1999,50.2 [42.1-58.1],Oceania,50.2
16455,Palau,Both sexes,2000,45.0 [39.2-50.7],Oceania,45.0
16456,Palau,Male,2000,39.3 [31.1-47.6],Oceania,39.3
16457,Palau,Female,2000,50.6 [42.4-58.4],Oceania,50.6
16458,Palau,Both sexes,2001,45.6 [39.9-51.3],Oceania,45.6
16459,Palau,Male,2001,39.9 [31.8-48.2],Oceania,39.9
16460,Palau,Female,2001,51.0 [42.9-58.7],Oceania,51.0
16461,Palau,Both sexes,2002,46.2 [40.5-51.8],Oceania,46.2
16462,Palau,Male,2002,40.6 [32.6-48.8],Oceania,40.6
16463,Palau,Female,2002,51.5 [43.4-59.1],Oceania,51.5
16464,Palau,Both sexes,2003,46.8 [41.2-52.5],Oceania,46.8
16465,Palau,Male,2003,41.4 [33.4-49.5],Oceania,41.4
16466,Palau,Female,2003,52.1 [44.0-59.6],Oceania,52.1
16467,Palau,Both sexes,2004,47.5 [41.9-53.1],Oceania,47.5
16468,Palau,Male,2004,42.2 [34.3-50.3],Oceania,42.2
16469,Palau,Female,2004,52.6 [44.7-60.1],Oceania,52.6
16470,Palau,Both sexes,2005,48.2 [42.6-53.7],Oceania,48.2
16471,Palau,Male,2005,43.1 [35.2-50.9],Oceania,43.1
16472,Palau,Female,2005,53.2 [45.3-60.5],Oceania,53.2
16473,Palau,Both sexes,2006,48.9 [43.4-54.4],Oceania,48.9
16474,Palau,Male,2006,44.0 [36.0-51.8],Oceania,44.0
16475,Palau,Female,2006,53.8 [45.9-61.2],Oceania,53.8
16476,Palau,Both sexes,2007,49.7 [44.1-55.1],Oceania,49.7
16477,Palau,Male,2007,44.8 [36.8-52.6],Oceania,44.8
16478,Palau,Female,2007,54.4 [46.5-61.8],Oceania,54.4
16479,Palau,Both sexes,2008,50.4 [44.8-55.8],Oceania,50.4
16480,Palau,Male,2008,45.7 [37.7-53.5],Oceania,45.7
16481,Palau,Female,2008,55.0 [47.0-62.4],Oceania,55.0
16482,Palau,Both sexes,2009,51.1 [45.5-56.5],Oceania,51.1
16483,Palau,Male,2009,46.6 [38.4-54.3],Oceania,46.6
16484,Palau,Female,2009,55.6 [47.6-62.9],Oceania,55.6
16485,Palau,Both sexes,2010,51.8 [46.2-57.2],Oceania,51.8
16486,Palau,Male,2010,47.4 [39.2-55.2],Oceania,47.4
16487,Palau,Female,2010,56.1 [48.2-63.4],Oceania,56.1
16488,Palau,Both sexes,2011,52.4 [46.8-58.0],Oceania,52.4
16489,Palau,Male,2011,48.2 [40.0-56.1],Oceania,48.2
16490,Palau,Female,2011,56.6 [48.6-64.1],Oceania,56.6
16491,Palau,Both sexes,2012,53.1 [47.3-58.6],Oceania,53.1
16492,Palau,Male,2012,49.0 [40.7-56.9],Oceania,49.0
16493,Palau,Female,2012,57.1 [49.0-64.6],Oceania,57.1
16494,Palau,Both sexes,2013,53.7 [47.8-59.3],Oceania,53.7
16495,Palau,Male,2013,49.7 [41.3-57.8],Oceania,49.7
16496,Palau,Female,2013,57.6 [49.4-65.2],Oceania,57.6
16497,Palau,Both sexes,2014,54.2 [48.3-59.9],Oceania,54.2
16498,Palau,Male,2014,50.4 [41.8-58.6],Oceania,50.4
16499,Palau,Female,2014,58.0 [49.7-65.8],Oceania,58.0
16500,Palau,Both sexes,2015,54.8 [48.8-60.5],Oceania,54.8
16501,Palau,Male,2015,51.1 [42.3-59.4],Oceania,51.1
16502,Palau,Female,2015,58.4 [49.9-66.4],Oceania,58.4
16503,Palau,Both sexes,2016,55.3 [49.3-61.2],Oceania,55.3
16504,Palau,Male,2016,51.8 [42.6-60.3],Oceania,51.8
16505,Palau,Female,2016,58.8 [50.1-66.9],Oceania,58.8
16632,Papua New Guinea,Both sexes,1975,5.0 [2.3-9.2],Oceania,5.0
16633,Papua New Guinea,Male,1975,3.2 [0.8-8.2],Oceania,3.2
16634,Papua New Guinea,Female,1975,6.9 [2.5-13.7],Oceania,6.9
16635,Papua New Guinea,Both sexes,1976,5.3 [2.5-9.4],Oceania,5.3
16636,Papua New Guinea,Male,1976,3.4 [0.9-8.4],Oceania,3.4
16637,Papua New Guinea,Female,1976,7.2 [2.7-14.0],Oceania,7.2
16638,Papua New Guinea,Both sexes,1977,5.5 [2.7-9.6],Oceania,5.5
16639,Papua New Guinea,Male,1977,3.6 [1.0-8.5],Oceania,3.6
16640,Papua New Guinea,Female,1977,7.5 [3.0-14.3],Oceania,7.5
16641,Papua New Guinea,Both sexes,1978,5.8 [3.0-9.8],Oceania,5.8
16642,Papua New Guinea,Male,1978,3.7 [1.1-8.7],Oceania,3.7
16643,Papua New Guinea,Female,1978,7.9 [3.3-14.6],Oceania,7.9
16644,Papua New Guinea,Both sexes,1979,6.0 [3.2-10.1],Oceania,6.0
16645,Papua New Guinea,Male,1979,3.9 [1.2-8.9],Oceania,3.9
16646,Papua New Guinea,Female,1979,8.2 [3.5-14.9],Oceania,8.2
16647,Papua New Guinea,Both sexes,1980,6.3 [3.4-10.4],Oceania,6.3
16648,Papua New Guinea,Male,1980,4.1 [1.3-9.0],Oceania,4.1
16649,Papua New Guinea,Female,1980,8.5 [3.8-15.3],Oceania,8.5
16650,Papua New Guinea,Both sexes,1981,6.6 [3.7-10.6],Oceania,6.6
16651,Papua New Guinea,Male,1981,4.3 [1.4-9.2],Oceania,4.3
16652,Papua New Guinea,Female,1981,8.9 [4.1-15.7],Oceania,8.9
16653,Papua New Guinea,Both sexes,1982,6.9 [3.9-10.9],Oceania,6.9
16654,Papua New Guinea,Male,1982,4.5 [1.6-9.4],Oceania,4.5
16655,Papua New Guinea,Female,1982,9.3 [4.4-16.0],Oceania,9.3
16656,Papua New Guinea,Both sexes,1983,7.2 [4.1-11.2],Oceania,7.2
16657,Papua New Guinea,Male,1983,4.7 [1.7-9.7],Oceania,4.7
16658,Papua New Guinea,Female,1983,9.6 [4.7-16.4],Oceania,9.6
16659,Papua New Guinea,Both sexes,1984,7.5 [4.4-11.5],Oceania,7.5
16660,Papua New Guinea,Male,1984,4.9 [1.8-9.9],Oceania,4.9
16661,Papua New Guinea,Female,1984,10.0 [5.0-16.8],Oceania,10.0
16662,Papua New Guinea,Both sexes,1985,7.8 [4.6-11.9],Oceania,7.8
16663,Papua New Guinea,Male,1985,5.2 [2.0-10.2],Oceania,5.2
16664,Papua New Guinea,Female,1985,10.4 [5.3-17.3],Oceania,10.4
16665,Papua New Guinea,Both sexes,1986,8.1 [4.9-12.2],Oceania,8.1
16666,Papua New Guinea,Male,1986,5.4 [2.1-10.6],Oceania,5.4
16667,Papua New Guinea,Female,1986,10.8 [5.6-17.6],Oceania,10.8
16668,Papua New Guinea,Both sexes,1987,8.5 [5.2-12.5],Oceania,8.5
16669,Papua New Guinea,Male,1987,5.6 [2.3-10.8],Oceania,5.6
16670,Papua New Guinea,Female,1987,11.3 [5.9-18.1],Oceania,11.3
16671,Papua New Guinea,Both sexes,1988,8.8 [5.5-12.9],Oceania,8.8
16672,Papua New Guinea,Male,1988,5.9 [2.5-11.2],Oceania,5.9
16673,Papua New Guinea,Female,1988,11.7 [6.2-18.5],Oceania,11.7
16674,Papua New Guinea,Both sexes,1989,9.2 [5.8-13.3],Oceania,9.2
16675,Papua New Guinea,Male,1989,6.2 [2.7-11.5],Oceania,6.2
16676,Papua New Guinea,Female,1989,12.1 [6.7-19.0],Oceania,12.1
16677,Papua New Guinea,Both sexes,1990,9.6 [6.1-13.7],Oceania,9.6
16678,Papua New Guinea,Male,1990,6.5 [2.8-11.9],Oceania,6.5
16679,Papua New Guinea,Female,1990,12.6 [7.0-19.5],Oceania,12.6
16680,Papua New Guinea,Both sexes,1991,9.9 [6.4-14.1],Oceania,9.9
16681,Papua New Guinea,Male,1991,6.7 [3.0-12.2],Oceania,6.7
16682,Papua New Guinea,Female,1991,13.0 [7.4-19.9],Oceania,13.0
16683,Papua New Guinea,Both sexes,1992,10.3 [6.7-14.5],Oceania,10.3
16684,Papua New Guinea,Male,1992,7.0 [3.2-12.5],Oceania,7.0
16685,Papua New Guinea,Female,1992,13.5 [7.8-20.4],Oceania,13.5
16686,Papua New Guinea,Both sexes,1993,10.7 [7.1-14.9],Oceania,10.7
16687,Papua New Guinea,Male,1993,7.3 [3.4-12.9],Oceania,7.3
16688,Papua New Guinea,Female,1993,13.9 [8.2-20.9],Oceania,13.9
16689,Papua New Guinea,Both sexes,1994,11.0 [7.4-15.4],Oceania,11.0
16690,Papua New Guinea,Male,1994,7.6 [3.6-13.2],Oceania,7.6
16691,Papua New Guinea,Female,1994,14.4 [8.6-21.3],Oceania,14.4
16692,Papua New Guinea,Both sexes,1995,11.4 [7.7-15.8],Oceania,11.4
16693,Papua New Guinea,Male,1995,7.9 [3.9-13.6],Oceania,7.9
16694,Papua New Guinea,Female,1995,14.8 [9.0-21.8],Oceania,14.8
16695,Papua New Guinea,Both sexes,1996,11.8 [8.0-16.2],Oceania,11.8
16696,Papua New Guinea,Male,1996,8.2 [4.0-13.9],Oceania,8.2
16697,Papua New Guinea,Female,1996,15.2 [9.3-22.3],Oceania,15.2
16698,Papua New Guinea,Both sexes,1997,12.2 [8.3-16.6],Oceania,12.2
16699,Papua New Guinea,Male,1997,8.5 [4.2-14.3],Oceania,8.5
16700,Papua New Guinea,Female,1997,15.7 [9.7-22.7],Oceania,15.7
16701,Papua New Guinea,Both sexes,1998,12.5 [8.7-17.0],Oceania,12.5
16702,Papua New Guinea,Male,1998,8.8 [4.5-14.6],Oceania,8.8
16703,Papua New Guinea,Female,1998,16.1 [10.1-23.2],Oceania,16.1
16704,Papua New Guinea,Both sexes,1999,12.9 [9.0-17.4],Oceania,12.9
16705,Papua New Guinea,Male,1999,9.1 [4.7-15.0],Oceania,9.1
16706,Papua New Guinea,Female,1999,16.6 [10.5-23.6],Oceania,16.6
16707,Papua New Guinea,Both sexes,2000,13.3 [9.4-17.9],Oceania,13.3
16708,Papua New Guinea,Male,2000,9.4 [4.9-15.4],Oceania,9.4
16709,Papua New Guinea,Female,2000,17.0 [10.9-24.0],Oceania,17.0
16710,Papua New Guinea,Both sexes,2001,13.7 [9.7-18.3],Oceania,13.7
16711,Papua New Guinea,Male,2001,9.8 [5.2-15.8],Oceania,9.8
16712,Papua New Guinea,Female,2001,17.5 [11.3-24.5],Oceania,17.5
16713,Papua New Guinea,Both sexes,2002,14.1 [10.1-18.7],Oceania,14.1
16714,Papua New Guinea,Male,2002,10.1 [5.4-16.2],Oceania,10.1
16715,Papua New Guinea,Female,2002,18.0 [11.7-25.1],Oceania,18.0
16716,Papua New Guinea,Both sexes,2003,14.6 [10.5-19.2],Oceania,14.6
16717,Papua New Guinea,Male,2003,10.5 [5.7-16.6],Oceania,10.5
16718,Papua New Guinea,Female,2003,18.5 [12.2-25.6],Oceania,18.5
16719,Papua New Guinea,Both sexes,2004,15.0 [10.9-19.7],Oceania,15.0
16720,Papua New Guinea,Male,2004,10.9 [5.9-17.1],Oceania,10.9
16721,Papua New Guinea,Female,2004,19.0 [12.6-26.0],Oceania,19.0
16722,Papua New Guinea,Both sexes,2005,15.5 [11.3-20.2],Oceania,15.5
16723,Papua New Guinea,Male,2005,11.3 [6.2-17.7],Oceania,11.3
16724,Papua New Guinea,Female,2005,19.5 [13.1-26.6],Oceania,19.5
16725,Papua New Guinea,Both sexes,2006,15.9 [11.7-20.7],Oceania,15.9
16726,Papua New Guinea,Male,2006,11.7 [6.6-18.2],Oceania,11.7
16727,Papua New Guinea,Female,2006,20.0 [13.5-27.2],Oceania,20.0
16728,Papua New Guinea,Both sexes,2007,16.4 [12.1-21.2],Oceania,16.4
16729,Papua New Guinea,Male,2007,12.1 [6.8-18.6],Oceania,12.1
16730,Papua New Guinea,Female,2007,20.5 [14.0-27.8],Oceania,20.5
16731,Papua New Guinea,Both sexes,2008,16.9 [12.5-21.9],Oceania,16.9
16732,Papua New Guinea,Male,2008,12.5 [7.2-19.2],Oceania,12.5
16733,Papua New Guinea,Female,2008,21.1 [14.3-28.4],Oceania,21.1
16734,Papua New Guinea,Both sexes,2009,17.4 [12.8-22.5],Oceania,17.4
16735,Papua New Guinea,Male,2009,13.0 [7.5-19.7],Oceania,13.0
16736,Papua New Guinea,Female,2009,21.6 [14.8-29.0],Oceania,21.6
16737,Papua New Guinea,Both sexes,2010,17.9 [13.2-23.1],Oceania,17.9
16738,Papua New Guinea,Male,2010,13.4 [7.7-20.4],Oceania,13.4
16739,Papua New Guinea,Female,2010,22.2 [15.2-29.7],Oceania,22.2
16740,Papua New Guinea,Both sexes,2011,18.5 [13.6-23.8],Oceania,18.5
16741,Papua New Guinea,Male,2011,13.9 [8.1-21.1],Oceania,13.9
16742,Papua New Guinea,Female,2011,22.8 [15.7-30.4],Oceania,22.8
16743,Papua New Guinea,Both sexes,2012,19.0 [14.1-24.5],Oceania,19.0
16744,Papua New Guinea,Male,2012,14.4 [8.4-21.7],Oceania,14.4
16745,Papua New Guinea,Female,2012,23.4 [16.1-31.2],Oceania,23.4
16746,Papua New Guinea,Both sexes,2013,19.6 [14.4-25.1],Oceania,19.6
16747,Papua New Guinea,Male,2013,15.0 [8.6-22.4],Oceania,15.0
16748,Papua New Guinea,Female,2013,23.9 [16.5-31.9],Oceania,23.9
16749,Papua New Guinea,Both sexes,2014,20.1 [14.8-25.8],Oceania,20.1
16750,Papua New Guinea,Male,2014,15.5 [8.9-23.3],Oceania,15.5
16751,Papua New Guinea,Female,2014,24.5 [16.8-32.8],Oceania,24.5
16752,Papua New Guinea,Both sexes,2015,20.7 [15.2-26.7],Oceania,20.7
16753,Papua New Guinea,Male,2015,16.0 [9.2-24.3],Oceania,16.0
16754,Papua New Guinea,Female,2015,25.1 [17.2-33.7],Oceania,25.1
16755,Papua New Guinea,Both sexes,2016,21.3 [15.6-27.5],Oceania,21.3
16756,Papua New Guinea,Male,2016,16.6 [9.5-25.2],Oceania,16.6
16757,Papua New Guinea,Female,2016,25.8 [17.5-34.6],Oceania,25.8
18648,Samoa,Both sexes,1975,20.2 [14.2-27.0],Oceania,20.2
18649,Samoa,Male,1975,13.1 [6.5-22.1],Oceania,13.1
18650,Samoa,Female,1975,27.1 [17.4-38.1],Oceania,27.1
18651,Samoa,Both sexes,1976,20.8 [14.9-27.4],Oceania,20.8
18652,Samoa,Male,1976,13.5 [7.0-22.3],Oceania,13.5
18653,Samoa,Female,1976,27.9 [18.4-38.4],Oceania,27.9
18654,Samoa,Both sexes,1977,21.5 [15.6-27.9],Oceania,21.5
18655,Samoa,Male,1977,14.0 [7.4-22.6],Oceania,14.0
18656,Samoa,Female,1977,28.6 [19.3-38.8],Oceania,28.6
18657,Samoa,Both sexes,1978,22.1 [16.3-28.4],Oceania,22.1
18658,Samoa,Male,1978,14.4 [8.0-22.9],Oceania,14.4
18659,Samoa,Female,1978,29.3 [20.2-39.2],Oceania,29.3
18660,Samoa,Both sexes,1979,22.7 [17.0-28.9],Oceania,22.7
18661,Samoa,Male,1979,14.9 [8.6-23.1],Oceania,14.9
18662,Samoa,Female,1979,30.0 [21.1-39.8],Oceania,30.0
18663,Samoa,Both sexes,1980,23.3 [17.7-29.4],Oceania,23.3
18664,Samoa,Male,1980,15.4 [9.1-23.4],Oceania,15.4
18665,Samoa,Female,1980,30.8 [22.0-40.2],Oceania,30.8
18666,Samoa,Both sexes,1981,23.9 [18.4-29.9],Oceania,23.9
18667,Samoa,Male,1981,15.9 [9.6-23.8],Oceania,15.9
18668,Samoa,Female,1981,31.5 [23.0-40.7],Oceania,31.5
18669,Samoa,Both sexes,1982,24.5 [19.1-30.4],Oceania,24.5
18670,Samoa,Male,1982,16.5 [10.1-24.3],Oceania,16.5
18671,Samoa,Female,1982,32.2 [23.9-41.3],Oceania,32.2
18672,Samoa,Both sexes,1983,25.1 [19.8-31.0],Oceania,25.1
18673,Samoa,Male,1983,17.0 [10.7-24.8],Oceania,17.0
18674,Samoa,Female,1983,33.0 [24.8-41.9],Oceania,33.0
18675,Samoa,Both sexes,1984,25.8 [20.5-31.5],Oceania,25.8
18676,Samoa,Male,1984,17.6 [11.2-25.2],Oceania,17.6
18677,Samoa,Female,1984,33.7 [25.6-42.6],Oceania,33.7
18678,Samoa,Both sexes,1985,26.4 [21.1-32.1],Oceania,26.4
18679,Samoa,Male,1985,18.1 [11.8-25.7],Oceania,18.1
18680,Samoa,Female,1985,34.5 [26.5-43.2],Oceania,34.5
18681,Samoa,Both sexes,1986,27.1 [21.8-32.7],Oceania,27.1
18682,Samoa,Male,1986,18.7 [12.4-26.2],Oceania,18.7
18683,Samoa,Female,1986,35.2 [27.3-43.8],Oceania,35.2
18684,Samoa,Both sexes,1987,27.8 [22.5-33.4],Oceania,27.8
18685,Samoa,Male,1987,19.3 [13.0-26.8],Oceania,19.3
18686,Samoa,Female,1987,36.0 [28.1-44.4],Oceania,36.0
18687,Samoa,Both sexes,1988,28.5 [23.2-34.0],Oceania,28.5
18688,Samoa,Male,1988,20.0 [13.5-27.4],Oceania,20.0
18689,Samoa,Female,1988,36.7 [29.0-45.2],Oceania,36.7
18690,Samoa,Both sexes,1989,29.1 [23.9-34.7],Oceania,29.1
18691,Samoa,Male,1989,20.6 [14.1-28.1],Oceania,20.6
18692,Samoa,Female,1989,37.5 [29.8-45.7],Oceania,37.5
18693,Samoa,Both sexes,1990,29.8 [24.7-35.4],Oceania,29.8
18694,Samoa,Male,1990,21.2 [14.7-28.7],Oceania,21.2
18695,Samoa,Female,1990,38.2 [30.6-46.3],Oceania,38.2
18696,Samoa,Both sexes,1991,30.5 [25.4-36.1],Oceania,30.5
18697,Samoa,Male,1991,21.9 [15.4-29.3],Oceania,21.9
18698,Samoa,Female,1991,38.9 [31.5-47.0],Oceania,38.9
18699,Samoa,Both sexes,1992,31.2 [26.1-36.7],Oceania,31.2
18700,Samoa,Male,1992,22.6 [16.0-29.9],Oceania,22.6
18701,Samoa,Female,1992,39.7 [32.4-47.5],Oceania,39.7
18702,Samoa,Both sexes,1993,31.9 [26.9-37.4],Oceania,31.9
18703,Samoa,Male,1993,23.2 [16.7-30.6],Oceania,23.2
18704,Samoa,Female,1993,40.4 [33.1-48.2],Oceania,40.4
18705,Samoa,Both sexes,1994,32.6 [27.6-38.1],Oceania,32.6
18706,Samoa,Male,1994,23.9 [17.4-31.3],Oceania,23.9
18707,Samoa,Female,1994,41.1 [33.9-48.8],Oceania,41.1
18708,Samoa,Both sexes,1995,33.3 [28.3-38.7],Oceania,33.3
18709,Samoa,Male,1995,24.6 [18.1-31.9],Oceania,24.6
18710,Samoa,Female,1995,41.9 [34.6-49.5],Oceania,41.9
18711,Samoa,Both sexes,1996,34.0 [29.0-39.3],Oceania,34.0
18712,Samoa,Male,1996,25.4 [18.8-32.7],Oceania,25.4
18713,Samoa,Female,1996,42.6 [35.5-50.1],Oceania,42.6
18714,Samoa,Both sexes,1997,34.7 [29.6-39.9],Oceania,34.7
18715,Samoa,Male,1997,26.1 [19.4-33.3],Oceania,26.1
18716,Samoa,Female,1997,43.3 [36.3-50.7],Oceania,43.3
18717,Samoa,Both sexes,1998,35.3 [30.3-40.5],Oceania,35.3
